year,sp,id,sex,marked,lifespan,cop,tbl,abl,thorl,thorw,fwl,hwl,fpl,fpw
2013,CS,rvf,Male,2013-7-12,0,0,42.44737908,35.11257843,4.935161306,1.809011195,28.22697584,27.21679278,15,9.510638298
2013,CS,rvg,Male,2013-6-11,17,0,46.71238195,38.37067548,5.744838453,2.042996406,30.01062783,28.90503261,14.93617021,9.680851064
2013,CS,rvr,Male,2013-6-18,0,1,44.61816271,36.22086566,5.81411934,2.0040701,30.95086021,29.57540495,17.23404255,9.744680851
2013,CS,rvs,Male,2013-6-18,32,1,45.55356415,37.16540787,5.745311234,2.085214934,29.98616486,28.76383312,17.17021277,9.680851064
2013,CS,rws,Male,2013-7-12,3,0,43.62374624,36.10714151,5.219014926,2.277490379,29.70388785,28.52630209,16.04255319,9.617021277
2013,CS,rwu,Male,2013-7-12,3,0,41.8308478,34.79010334,4.808698923,2.106382979,29.84741815,28.57779423,18.14893617,9.808510638
2013,CS,rvv,Male,2013-6-11,0,0,46.04314803,38.00029187,5.277668045,1.895528559,31.45607653,30.12693499,19,9.808510638
2013,CS,ryo,Male,2013-7-12,3,0,45.35145188,37.07218925,5.510802593,2.286516463,31.57280597,30.60538535,17.9787234,9.936170213
2013,CS,ryw,Male,2013-7-7,5,0,44.5961558,36.81097028,5.302143028,1.978837791,30.69330512,29.52826024,15.87234043,9.531914894
2013,CS,scu,Male,2013-7-7,4,0,42.63831911,35.42594083,5.216281923,1.894095087,28.94911199,27.78680325,14.46808511,9.617021277
2013,CS,sfdb,Male,2013-7-6,11,0,44.9150196,36.55458472,5.724827791,2.149357448,31.55712045,30.58464439,16.4893617,10.21276596
2013,CS,sfm,Male,2013-7-9,0,0,42.64517717,34.92112305,5.404297202,2.131485921,29.94084149,29.05279412,16,9.787234043
2013,CS,sfo,Male,2013-6-18,6,0,42.42815673,34.57755796,5.532324044,1.915957151,30.59417358,29.28597091,15.5106383,9.617021277
2013,CS,sfr,Male,2013-6-18,0,0,46.24982351,37.52758454,5.783243305,1.903274441,29.64466229,29.51855993,17.57446809,9.361702128
2013,CS,sfs,Male,2013-6-11,1,0,45.59671766,37.23409726,5.796027425,2.023067516,32.07587793,30.56270338,16.70212766,9.893617021
2013,CS,sfu,Male,2013-6-18,1,1,45.26554116,37.56637705,5.225299738,1.875360234,31.56855372,30.17838161,19.10638298,10.12765957
2013,CS,sgdb,Male,2013-7-9,0,0,45.41554527,37.26830035,5.428201262,2.045321705,30.20085149,28.75684714,14.72340426,9.787234043
2013,CS,sgu,Male,2013-7-6,0,0,44.33941478,36.28573542,5.461789571,1.937222066,30.53160042,29.29009961,16.14893617,9.872340426
2013,CS,sgv,Male,2013-7-7,6,0,43.29787757,36.21299097,4.85274327,1.914893617,29.00769723,28.04404176,17.04255319,9.489361702
2013,CS,slbv,Male,2013-6-17,0,0,43.74555529,35.66264649,5.342501927,2.021388575,30.12252658,29.16226085,19.57446809,10.0212766
2013,CS,slby,Male,2013-6-18,0,1,46.21535689,38.17486155,5.404422849,1.93803978,30.04870971,28.74968102,16.78723404,9.808510638
2013,CS,smg,Male,2013-7-6,3,0,44.01444781,36.48238256,5.194278985,1.769158852,29.16079815,28.1973079,17.23404255,9.319148936
2013,CS,smm,Male,2013-7-7,0,0,44.02214554,36.53786863,5.11174364,2.021388575,29.69721804,28.68941737,17.17021277,9.382978723
2013,CS,smu,Male,2013-6-18,0,0,46.18504027,38.57648655,5.283840257,2.021388575,30.12736339,30.13927512,17.17021277,9.446808511
2013,CS,smv,Male,2013-6-17,0,0,44.87533156,36.72980147,5.53780374,2.127659574,31.47392432,30.31767428,16.59574468,10.06382979
2013,CS,smw,Male,2013-6-18,0,1,42.10257689,34.65529015,5.128763014,2.171880877,29.75651252,28.56906364,15.34042553,9.765957447
2013,CS,spf,Male,2013-7-3,0,0,44.13291173,36.4064998,5.580312025,1.809011195,29.87360584,28.57865597,17.34042553,9.170212766
2013,CS,spo,Male,2013-6-18,0,0,42.31101299,34.81633892,5.008864934,1.981581098,30.4809081,29.61102955,15.82978723,9.978723404
2013,CS,src,Male,2013-7-7,0,0,44.91521614,36.97894376,5.725341759,2.085214934,30.7029791,29.57966172,15.59574468,9.617021277
2013,CS,srs,Male,2013-7-11,0,0,42.94262756,35.45376167,5.255362219,1.768007014,29.68752265,28.80083602,13.76595745,9.829787234
2013,CS,srv,Male,2013-7-11,0,0,46.00423643,37.73033981,5.608512253,2.106490434,31.10098075,29.91628222,16.55319149,10.08510638
2013,CS,suc,Male,2013-7-5,15,0,44.23422677,37.08511249,5.193058709,1.899465032,30.0596257,28.91817637,15.17021277,9.765957447
2013,CS,suf,Male,2013-7-9,0,0,43.5108932,35.95868058,5.138947582,2.065583813,30.07791634,28.90308335,15.85106383,9.680851064
2013,CS,suu,Male,2013-7-9,9,0,43.89378719,36.1336486,5.532078557,1.919144219,29.04894397,28.00049027,15.78723404,9.212765957
2013,CS,suw,Male,2013-7-9,2,0,45.20004827,37.47091221,5.340806971,2.215321765,29.9637704,28.85597295,14.34042553,9.829787234
2013,CS,svc,Male,2013-7-7,11,0,43.61909699,35.91489992,5.420982657,2.042996406,29.37084596,28.27030823,17.21276596,9.680851064
2013,CS,svdb,Male,2013-7-11,9,0,43.94803817,36.20149461,5.280883639,1.853019266,29.55030619,28.52535711,16.74468085,9.744680851
2013,CS,sws,Male,2013-7-9,3,0,45.49461586,37.56673254,5.608714038,1.872461311,30.30663917,29.65519761,14.87234043,10.06382979
2013,CS,svw,Male,2013-7-11,1,0,45.70927873,37.66428628,5.581325975,2.002827336,31.00505794,30.09369852,15.65957447,9.723404255
2013,CS,sww,Male,2013-7-7,2,0,44.28216248,36.50283233,5.099507783,2.00011317,30.08580696,29.08751075,15.59574468,9.489361702
2013,CS,syf,Male,2013-7-6,0,0,42.85647243,35.72545709,4.982404531,1.789259238,29.9125866,28.58692036,16.9787234,9.617021277
2013,CS,syu,Male,2013-7-5,2,0,46.14591478,37.92994066,5.796027425,2.090418765,30.99921365,29.77150063,17.87234043,10.17021277
2013,CS,syw,Male,2013-7-6,3,0,45.04733188,36.79477053,5.618512052,2.066569798,30.98398662,29.86040052,17.34042553,9.85106383
2013,CS,ucf,Male,2013-7-6,0,0,45.93618992,37.89390971,5.426199375,1.986828516,29.62716242,28.61829425,15.44680851,10
2013,CS,ucp,Male,2013-7-5,6,1,43.47079276,35.66765384,5.512979048,1.984320613,29.16452109,28.19134182,16.08510638,9.446808511
2013,CS,ucu,Male,2013-7-6,6,0,44.18515305,36.28417591,5.361870987,1.860942094,28.49429351,27.36747984,15.06382979,9.510638298
2013,CS,udbo,Male,2013-7-3,14,0,44.62158684,37.06398246,5.072583173,1.837687054,30.49257938,29.24416956,19.34042553,9.510638298
2013,CS,udby,Male,2013-7-11,6,0,42.47467224,35.10720824,5.323402555,1.957562439,29.32364216,28.11935545,17.53191489,9.914893617
2013,CS,ugg,Male,2013-7-5,0,0,43.23705803,35.83257305,5.234085798,2.063829787,28.78600951,27.79810345,13.29787234,9.29787234
2013,CS,ulbu,Male,2013-7-5,1,0,43.97514628,36.30927585,5.298940335,2.001018301,29.92062759,28.86835299,13.93617021,8.85106383
2013,CS,ulbv,Male,2013-7-5,1,0,42.57565896,35.00439732,5.299965407,2.047975958,29.71186767,28.45682088,16,9.425531915
2013,CS,ulbw,Male,2013-7-11,11,1,45.23742507,37.38313009,5.339704961,1.913711219,31.01714835,30.01044679,17.08510638,10.42553191
2013,CS,umg,Male,2013-7-9,4,0,42.97982935,35.38257571,5.234734429,2.023962381,28.66500305,27.77054801,14.95744681,9.425531915
2013,CS,umv,Male,2013-7-11,2,0,46.41205901,38.10852721,5.87330396,2.180617528,30.64238758,29.75773228,16.61702128,10.25531915
2013,CS,umw,Male,2013-7-11,0,0,44.2558306,36.47032566,5.278697248,1.937222066,29.95162809,29.25777283,16.29787234,9.978723404
2013,CS,uog,Male,2013-7-3,15,0,43.51814948,36.13621681,5.079940401,1.894095087,29.59097779,28.36162538,17.34042553,9.361702128
2013,CS,uor,Male,2013-7-11,12,0,46.10640262,38.19320212,5.539928729,2.515052016,30.71672881,29.34020879,17.82978723,9.85106383
2013,CS,upg,Male,2013-7-11,0,0,43.65634968,36.03698241,5.17375765,1.878254682,30.8853425,29.79225144,16.12765957,9.595744681
2013,CS,upr,Male,2013-7-9,0,0,42.98404222,35.21685391,4.998732297,2.06481661,29.36437597,28.26952159,14.91489362,9.234042553
2013,CS,upu,Male,2013-7-3,0,0,44.08584572,36.40455998,5.361744343,1.766085614,30.08531813,28.71728699,15.59574468,9.893617021
2013,CS,upw,Male,2013-7-5,0,0,44.51071966,36.63869325,5.343137397,1.955827267,29.42466768,28.23974224,16.61702128,9.446808511
2013,CS,usdb,Male,2013-7-11,0,0,44.08757592,36.26795929,5.644075723,1.959296074,29.18509171,27.84714276,18.5106383,9.446808511
2013,CS,usv,Male,2013-7-1,4,0,45.82938225,37.62920401,5.345551494,2.319148936,30.30821501,30.35822493,16.72340426,9.85106383
2013,CS,uur,Male,2013-7-1,0,0,45.21104878,36.962836,5.702286438,1.96966584,30.50377092,29.18778789,16.29787234,10.19148936
2013,CS,uvp,Male,2013-7-3,1,0,44.50108213,36.4669803,5.298256843,2.108101598,30.41579964,29.31154549,19.10638298,9.893617021
2013,CS,uyc,Male,2013-7-3,6,0,43.95744681,36.08510638,5.213851385,1.940374206,29.0020064,27.92887635,15.89361702,9.425531915
2013,CS,uys,Male,2013-7-11,7,0,45.7125518,37.38949313,5.74503545,2.234954221,30.72780307,29.65292605,15.82978723,9.70212766
2013,CS,uyw,Male,2013-7-3,15,0,45.72738416,37.60754911,5.461789571,2.113249072,30.70737961,29.8890219,13.70212766,10.14893617
2013,CS,vcs,Male,2013-7-3,0,0,46.06690079,38.16497628,5.567886321,1.851552882,31.44818376,30.11404538,19.17021277,9.872340426
2013,CS,vdbo,Male,2013-7-3,0,0,46.36504143,38.49528317,5.281783654,1.899345864,30.69438352,29.38232356,16.38297872,10.10638298
2013,CS,wwu,Male,2013-7-9,11,0,44.11543461,36.01509291,5.681488529,1.987967426,30.09861422,28.62211645,16.63829787,9.680851064
2013,CS,wydb,Male,2013-7-6,0,0,47.41480172,38.91657454,5.879890305,2.213686388,32.49418955,31.3059513,17.91489362,9.914893617
2013,CS,wyv,Male,2013-7-6,14,0,42.86223945,35.31203466,5.553232249,1.872823922,29.65818547,28.52417225,15.76595745,9.744680851
2013,CS,wyy,Male,2013-6-28,0,0,43.66871871,35.83585762,5.341485018,1.659710851,29.75367169,28.35929022,16.42553191,9.191489362
2013,CS,ycc,Male,2013-6-28,0,0,44.66728264,36.6295366,5.448304316,1.854118292,29.33793936,28.15670075,16.31914894,9.744680851
2013,CS,ycm,Male,2013-7-15,0,0,43.81558332,36.08691911,5.301331862,2.085106383,29.39523969,28.45498338,16.12765957,9.680851064
2013,CS,ycv,Male,2013-6-28,0,0,43.87090098,36.56768469,4.978905252,2.042664004,29.57431408,28.66110134,16.68085106,9.574468085
2013,CS,ydbf,Male,2013-7-15,0,0,44.01677219,35.89737523,5.584853084,1.808510638,30.73011607,29.3823621,16.68085106,9.531914894
2013,CS,ydbp,Male,2013-7-6,6,1,42.29907636,34.91491955,5.11174364,1.842115815,28.01987063,27.09781851,14.27659574,9.170212766
2013,CS,yff,Male,2013-6-12,7,1,45.34292154,37.13058575,5.702167355,2.359304898,30.47803457,29.29438856,17.36170213,9.617021277
2013,CS,yfm,Male,2013-6-28,0,0,44.10769671,36.51420902,5.361702128,1.617021277,29.31870726,28.26567886,17.10638298,9.744680851
2013,CS,ygg,Male,2013-7-15,3,0,44.3852277,36.77484625,5.327482833,1.638850418,30.26866388,29.10792503,15.21276596,9.787234043
2013,CS,ygu,Male,2013-6-12,0,0,40.6238417,32.4409482,5.460256006,2.047975958,29.96669081,28.79762085,17.5106383,10.08510638
2013,CS,ylbdb,Male,2013-7-15,5,0,42.78876284,35.34042553,5.175507314,1.809636696,29.37729073,28.30771629,16.31914894,9.468085106
2013,CS,ylbg,Male,2013-7-6,7,0,45.97943229,37.79160052,5.577066148,2.06119595,31.31688223,29.90672641,17.14893617,9.978723404
2013,CS,ylbs,Male,2013-7-6,5,0,44.89307754,36.77219337,5.51113117,2.016231105,29.63661344,28.63379702,14.40425532,9.680851064
2013,CS,ylbu,Male,2013-6-28,0,0,44.58342468,36.67962924,5.515606074,2.159443451,30.14827534,29.18067682,16.57446809,9.680851064
2013,CS,ymv,Male,2013-7-6,0,0,44.42594461,36.2445419,5.804456539,1.982837179,30.18406646,29.02991243,15.25531915,9.680851064
2013,CS,yodb,Male,2013-6-12,7,0,45.26414102,37.19154414,5.426366227,2.022284183,30.79192365,29.41989867,16.14893617,9.70212766
2013,CS,yog,Male,2013-7-9,0,0,44.07794343,36.24790779,5.276767327,2.298266318,29.54846865,28.26796199,16.08510638,9.510638298
2013,CS,ccw,Male,2013-6-12,0,0,43.93802994,35.7259386,5.574468085,2.098200311,30.59450961,29.43641411,15.68085106,9.638297872
2013,CS,cudb,Male,2013-6-12,6,0,44.58180004,36.74588819,5.43370265,1.830900206,31.6843159,30.52793136,19,9.893617021
2013,CS,cws,Male,2013-6-6,0,0,45.71215568,37.46378363,5.638297872,2.128616806,29.92541068,28.51366228,16.10638298,9.29787234
2013,CS,cvw,Male,2013-6-6,1,0,45.17221711,36.98093302,5.830136657,2.191592644,30.3093823,28.95407915,16.65957447,9.489361702
2013,CS,cym,Male,2013-6-17,7,0,46.3845598,37.93769761,5.595744681,2.191902461,32.26187842,31.09409724,16.93617021,10.17021277
2013,CS,lbrg,Male,2013-7-18,0,0,43.48940854,35.62131701,5.261001321,1.670585404,30.33076694,29.1806007,17.25531915,9.723404255
2013,CS,lbvo,Male,2013-7-18,2,0,44.34267667,36.72444588,5.042598079,1.93909062,29.39791161,28.47008495,15.42553191,9.744680851
2013,CS,mdbg,Male,2013-7-17,3,0,45.46784615,37.51256316,5.639301396,1.979752649,31.42665203,30.0128779,16.59574468,9.978723404
2013,CS,mfdb,Male,2013-7-18,0,0,44.31447049,36.63936045,5.160177635,2.025303939,29.86764193,28.97469325,16,9.70212766
2013,CS,mlbp,Male,2013-7-18,0,0,44.94040619,36.93666658,5.514744219,2.217772568,31.24132194,30.08092954,18.34042553,10.40425532
2013,CS,mmu,Male,2013-7-17,0,0,43.49088143,34.97583723,5.234734429,1.941307191,30.12334535,29.30235316,17.36170213,9.574468085
2013,CS,mpv,Male,2013-7-18,0,0,45.63990475,37.7082748,5.343137397,2.288594351,31.81777967,30.58366128,17.57446809,10.19148936
2013,CS,mpv,Male,2013-7-18,0,0,45.63990475,37.7082748,5.343137397,2.288594351,31.81777967,30.58366128,17.57446809,10.19148936
2013,CS,mpy,Male,2013-7-17,0,0,44.34207944,36.87985952,5.368831801,1.937222066,29.72656949,28.26032283,15.70212766,9.563829787
2013,CS,mpy,Male,2013-7-17,0,0,44.34207944,36.87985952,5.368831801,1.937222066,29.72656949,28.26032283,15.70212766,9.563829787
2013,CS,msr,Male,2013-6-15,4,0,49.17453971,40.34702904,5.820033773,2.256924358,32.40688165,31.11141603,20.59574468,10.19148936
2013,CS,msr,Male,2013-6-15,4,0,49.17453971,40.34702904,5.820033773,2.256924358,32.40688165,31.11141603,20.59574468,10.19148936
2013,CS,mum,Male,2013-6-15,0,0,44.84164078,36.53866157,5.660734164,1.80863579,32.36266225,30.85946748,17.17021277,10.10638298
2013,CS,mum,Male,2013-6-15,0,0,44.84164078,36.53866157,5.660734164,1.80863579,32.36266225,30.85946748,17.17021277,10.10638298
2013,CS,muo,Male,2013-6-15,2,0,45.55363371,37.23880821,5.712042824,2.113249072,33.03301046,31.55336854,17.74468085,10.0212766
2013,CS,muo,Male,2013-6-15,2,0,45.55363371,37.23880821,5.712042824,2.113249072,33.03301046,31.55336854,17.74468085,10.0212766
2013,CS,mvg,Male,2013-6-15,5,0,43.40805678,35.4894191,5.692354279,1.795321116,30.41304323,29.20444071,19.34042553,9.872340426
2013,CS,mvg,Male,2013-6-15,5,0,43.40805678,35.4894191,5.692354279,1.795321116,30.41304323,29.20444071,19.34042553,9.872340426
2013,CS,mvlb,Male,2013-6-15,0,1,43.74654872,35.7660587,5.393732426,2.085214934,29.0809489,27.89137719,16.9787234,9.553191489
2013,CS,mvlb,Male,2013-6-15,0,1,43.74654872,35.7660587,5.393732426,2.085214934,29.0809489,27.89137719,16.9787234,9.553191489
2013,CS,mwv,Male,2013-6-15,5,0,47.65957922,39.04338801,5.706095793,1.851186105,32.00290787,30.94564858,18.55319149,10.06382979
2013,CS,mwv,Male,2013-6-15,5,0,47.65957922,39.04338801,5.706095793,1.851186105,32.00290787,30.94564858,18.55319149,10.06382979
2013,CS,mwv,Male,2013-6-15,5,0,47.65957922,39.04338801,5.706095793,1.851186105,32.00290787,30.94564858,18.55319149,10.06382979
2013,CS,mwv,Male,2013-6-15,5,0,47.65957922,39.04338801,5.706095793,1.851186105,32.00290787,30.94564858,18.55319149,10.06382979
2013,CS,mvy,Male,2013-6-15,2,1,44.07461573,35.93608833,5.208899999,2.064268433,30.76096007,29.6702854,17.44680851,9.29787234
2013,CS,mvy,Male,2013-6-15,2,1,44.07461573,35.93608833,5.208899999,2.064268433,30.76096007,29.6702854,17.44680851,9.29787234
2013,CS,odbdb,Male,2013-6-15,0,1,43.37527714,35.64469298,5.427033584,2.325386887,30.45688322,29.24951594,19.70212766,9.914893617
2013,CS,odbdb,Male,2013-6-15,0,1,43.37527714,35.64469298,5.427033584,2.325386887,30.45688322,29.24951594,19.70212766,9.914893617
2013,CS,odbf,Male,2013-6-15,0,0,44.74043646,36.52433037,5.399562379,1.744810582,29.99548121,28.76974969,18.5106383,9.829787234
2013,CS,odbf,Male,2013-6-15,0,0,44.74043646,36.52433037,5.399562379,1.744810582,29.99548121,28.76974969,18.5106383,9.829787234
2013,CS,ofc,Male,2013-6-15,4,0,44.75403328,36.61841208,5.716439644,2.022284183,31.58572593,30.59878973,16.91489362,9.787234043
2013,CS,ofc,Male,2013-6-15,4,0,44.75403328,36.61841208,5.716439644,2.022284183,31.58572593,30.59878973,16.91489362,9.787234043
2013,CS,ofc,Male,2013-6-15,4,0,44.75403328,36.61841208,5.716439644,2.022284183,31.58572593,30.59878973,16.91489362,9.787234043
2013,CS,oflb,Male,2013-6-17,0,0,44.65989884,36.64769321,5.453660916,1.723535587,29.87536915,28.75223573,16.42553191,9.744680851
2013,CS,ofp,Male,2013-6-8,0,0,44.56126347,36.20589604,5.703754928,2.047975958,30.0002581,28.76064543,19.40425532,9.382978723
2013,CS,omy,Male,2013-6-20,0,0,44.85124551,37.23139808,5.191532961,1.93909062,30.77121459,29.49058208,18.82978723,9.765957447
2013,CS,oof,Male,2013-6-10,0,0,43.6464094,35.78933381,5.479332749,1.860942094,28.56905743,27.61040347,15.12765957,9
2013,CS,oplb,Male,2013-6-19,5,0,43.32709558,35.39221486,5.215544201,1.922443744,30.04186788,28.76657393,17.70212766,9.489361702
2013,CS,orv,Male,2013-6-19,9,1,44.91432415,36.87312617,5.628654942,1.811636847,30.3546154,29.08472264,17.44680851,9.382978723
2013,CS,osf,Male,2013-6-19,0,0,44.07880613,36.00684634,5.541113465,1.873428117,29.72592602,28.42832574,14.59574468,9.319148936
2013,CS,osv,Male,2013-6-19,0,0,45.25583431,37.15639929,5.231879851,1.896602953,30.51687362,29.35346713,14.55319149,9.957446809
2013,CS,osv,Male,2013-6-19,0,0,45.25583431,37.15639929,5.231879851,1.896602953,30.51687362,29.35346713,14.55319149,9.957446809
2013,CS,ovo,Male,2013-6-24,0,0,42.98801248,35.46474094,5.092623306,1.852164016,28.92078301,27.63902627,16.04255319,9.468085106
2013,CS,ovo,Male,2013-6-24,0,0,42.98801248,35.46474094,5.092623306,1.852164016,28.92078301,27.63902627,16.04255319,9.468085106
2013,CS,owp,Male,2013-6-24,6,0,46.02765028,37.72446027,5.59772637,1.958487235,31.00463053,30.03309202,19.38297872,10.10638298
2013,CS,pdby,Male,2013-6-20,0,0,44.08518853,36.4698788,5.155262511,1.813010672,29.61298776,28.19014278,15.61702128,9.829787234
2013,CS,pfv,Male,2013-6-20,0,0,45.84116495,37.87272292,5.449508972,1.767110621,30.07682008,28.83317602,16.0212766,9.553191489
2013,CS,pgv,Male,2013-6-19,1,0,44.36182969,36.55394074,5.198852469,1.978837791,29.74497655,28.55612169,16.87234043,9.106382979
2013,CS,plblb,Male,2013-6-20,0,1,44.22454433,36.09566786,5.492000026,2.162481012,29.21788899,28.15113075,16.27659574,9.531914894
2013,CS,prf,Male,2013-6-20,0,0,44.54077841,36.62844902,5.222526685,1.702260633,30.32724162,29.26802815,16.68085106,9.914893617
2013,CS,pudb,Male,2013-6-8,0,1,47.56865378,37.90465989,6.405527547,2.348246121,31.57101973,30.61936418,17.91489362,9.723404255
2013,CS,puu,Male,2013-6-19,0,0,44.32405668,36.04318118,5.726606713,1.702260633,29.17149291,27.88026975,16.36170213,9.382978723
2013,CS,pwlb,Male,2013-7-11,30,0,45.21890822,37.4928211,5.596755835,2.322952181,30.71361973,29.41492988,16.82978723,9.723404255
2013,CS,pwy,Male,2013-6-20,0,0,43.6730569,36.23050045,5.051343447,1.809636696,29.708706,28.47675407,16.04255319,10.08510638
2013,CS,pyc,Male,2013-6-20,0,0,44.80792972,36.95411492,5.430577545,1.910752022,29.9605801,30.1785178,17.78723404,9.468085106
2013,CS,pyy,Male,2013-7-12,1,0,45.31919389,37.17094958,5.597200684,2.127340402,30.36522498,29.12999526,16.63829787,9.617021277
2013,CS,rdbm,Male,2013-6-20,0,1,47.17090375,38.6178653,5.82982606,1.920676846,32.59389509,31.25132363,19.68085106,10.4893617
2013,CS,rflb,Male,2013-7-12,0,0,44.55351663,36.72350287,5.281783654,1.915011817,28.71289801,27.71677699,16.21276596,9.382978723
2013,CS,rgdb,Male,2013-7-12,5,0,45.2648211,36.93490781,5.766585504,2.072694277,30.4710784,29.45298318,17.12765957,9.872340426
2013,CS,rgs,Male,2013-6-17,0,0,45.00040742,37.06404964,5.595906478,2.206312192,30.00919056,28.82162387,16.12765957,9.638297872
2013,CS,rgu,Male,2013-6-20,0,1,46.15678303,37.68375831,5.796027425,2.091717699,31.82322812,30.28978832,17.10638298,10.08510638
2013,CS,rgv,Male,2013-7-12,1,1,43.87492512,36.25433272,5.341485018,2.001018301,30.21302131,29.04777998,15.40425532,10.04255319
2013,CS,rlbu,Male,2013-7-12,0,0,44.1402196,36.21530356,5.474042619,2.106812765,30.48954746,29.31813188,17.72340426,9.446808511
2013,CS,rmo,Male,2013-7-12,6,0,43.73849716,36.07437867,5.261517578,2.009146131,29.50547994,28.42508883,15.34042553,9.382978723
2013,CS,roo,Male,2013-7-12,25,1,43.49404563,35.79219233,5.191881743,1.872340426,28.92912292,27.85582236,16.85106383,9.255319149
2013,CS,rpg,Male,2013-7-12,0,1,44.99031635,37.26319224,5.448304316,2.14893617,31.17566215,29.99432713,17.34042553,9.723404255
2013,CS,rwr,Male,2013-6-11,0,0,43.80853131,35.93657332,5.302143028,1.854118292,29.57464141,28.40057688,15.63829787,9.468085106
2013,CS,rwv,Male,2013-6-11,0,0,44.33305877,36.28608474,5.566585299,1.851186105,30.59355012,29.48120579,16.80851064,9.489361702
2013,CS,rvy,Male,2013-7-12,0,0,43.59593159,36.00953674,5.230105767,1.723929523,28.59736342,27.52559194,14.76595745,9.574468085
2013,CS,rvy,Male,2013-7-12,0,0,43.59593159,36.00953674,5.230105767,1.723929523,28.59736342,27.52559194,14.76595745,9.574468085
2013,CS,rydb,Male,2013-6-17,0,0,42.68085637,35.1929365,5.326335571,1.835838583,30.08094052,29.05647585,16.65957447,9.595744681
2013,CS,sdbc,Male,2013-6-18,0,0,44.49921032,36.76685012,5.267751682,2.127659574,31.05150686,29.88552553,16.21276596,10.23404255
2013,CS,sdbc,Male,2013-6-18,0,0,44.49921032,36.76685012,5.267751682,2.127659574,31.05150686,29.88552553,16.21276596,10.23404255
2013,CS,sdbw,Male,2013-6-20,0,1,43.38443436,35.91200074,5.365120491,1.980552803,30.05657165,29.10536163,16.85106383,9.574468085
2013,CS,sgf,Male,2013-7-11,0,0,43.11205881,35.64323243,5.269255361,1.976892312,29.86902618,28.69668339,17.46808511,9.744680851
2013,CS,slbdb,Male,2013-6-18,0,1,44.95762806,36.80954986,5.692354279,1.936637774,31.26824942,30.01723659,19.06382979,10.08510638
2013,CS,slbg,Male,2013-6-17,3,0,45.43198918,37.13088445,5.450962512,2.022284183,30.56080242,29.23794306,17.42553191,9.212765957
2013,CS,slbu,Male,2013-7-11,11,0,43.65696666,35.98929724,5.345551494,2.110247905,30.6266835,29.56449942,16.91489362,9.574468085
2013,CS,smp,Male,2013-7-11,4,0,43.66683196,35.71681411,5.341951126,2.187767962,29.810471,28.9367875,17.70212766,9.978723404
2013,CS,urdb,Male,2013-7-7,5,0,46.25657185,38.27972383,5.638659161,2.150620785,31.14544054,29.67328647,16,9.978723404
2013,CS,urw,Male,2013-7-7,1,0,45.41671647,36.84770389,6.234042553,2.278285315,31.24600792,30.08962368,16.40425532,9.978723404
2013,CS,vfv,Male,2013-7-1,0,0,44.38697683,36.09895986,5.439032015,1.919144219,29.0123051,27.88376808,15.53191489,9.531914894
2013,CS,vfv,Male,2013-7-1,0,0,44.38697683,36.09895986,5.439032015,1.919144219,29.0123051,27.88376808,15.53191489,9.531914894
2013,CS,wyw,Male,2013-6-24,0,0,44.83495714,37.23784175,5.279340398,1.916783937,29.82351979,28.51382541,15.4893617,9.70212766
2013,CS,ycf,Male,2013-7-6,4,0,43.49440992,35.80777739,5.519626286,1.851186105,29.58584748,28.19815081,15.74468085,9.14893617
2013,CS,ygw,Male,2013-7-15,7,0,45.28008005,37.67773333,5.274278832,2.064268433,30.14720492,29.03539649,15.12765957,9.574468085
2013,CS,ylbc,Male,2013-6-28,0,0,43.29956607,35.49510133,5.255491426,2.082282065,28.65432947,27.49136486,18.78723404,9.404255319
2013,CS,ylbm,Male,2013-6-24,9,0,44.15797908,36.19154565,5.655613716,1.830900206,30.95680048,29.78175109,15.72340426,9.957446809
2013,CS,cdbm,Male,2013-7-15,0,0,44.44552517,36.77553559,5.425907371,1.963104682,30.41564504,29.17137753,17.42553191,9.744680851
2013,CS,cdby,Male,2013-7-5,0,0,43.36763161,35.70431485,5.280069207,1.858873231,30.64813337,29.53498629,16.4893617,10.10638298
2013,CS,cgc,Male,2013-6-4,1,0,45.92936987,37.28898682,5.322594629,2.195204453,31.24004419,31.38047773,17.40425532,9.531914894
2013,CS,cmp,Male,2013-7-4,0,1,44.89995418,37.14887524,5.411328927,2.164050492,30.63066096,28.65296333,16.95744681,9.808510638
2013,CS,colb,Male,2013-6-4,1,0,44.86116605,37.37634812,5.239834194,1.751026343,31.88037725,30.41141363,17.68085106,9.212765957
2013,CS,cou,Male,2013-7-15,3,0,42.78723933,35.44683405,4.978768867,2.022284183,29.54343373,28.5320089,16.04255319,9.468085106
2013,CS,crlb,Male,2013-6-5,0,0,45.92358879,37.38278497,5.971146861,1.852164016,30.22688883,29.22763554,17.10638298,9.446808511
2013,CS,crw,Male,2013-6-6,4,0,43.7922014,35.53971758,5.426574785,2.063939457,30.84902475,29.81079711,15.59574468,9.425531915
2013,CS,css,Male,2013-6-6,0,0,47.61002915,38.95237598,5.96124499,1.936287114,32.10817718,30.97994591,19.63829787,9.957446809
2013,CS,cvm,Male,2013-6-5,31,0,43.99979937,36.54502299,5.498631461,2.171151236,33.03459975,30.56938377,17.64893617,9.510638298
2013,CS,cyo,Male,2013-6-6,0,0,45.30546192,37.20159681,5.578527026,2.170629914,31.3961988,30.14475034,19.57446809,9.744680851
